date,market,stock_id,name,trust_net
2026-09-09,TPEX,1815,富喬,
2026-09-09,TPEX,3105,穩懋,
2026-09-09,TPEX,4979,華星光,
2026-09-09,TPEX,6510,精測,
2026-09-09,TPEX,3529,力旺,
2026-09-09,TPEX,6223,旺矽,
2026-09-09,TPEX,3680,家登,
2026-09-09,TPEX,6683,雍智科技,
2026-09-09,TPEX,6026,福邦證,
2026-09-09,TPEX,6509,聚和,
2026-09-09,TPEX,3374,精材,
2026-09-09,TPEX,5309,系統電,
2026-09-09,TPEX,6284,佳邦,
2026-09-09,TPEX,6763,綠界科技*,
2026-09-09,TPEX,3078,僑威,
2026-09-09,TPEX,4105,東洋,
2026-09-09,TPEX,4953,緯致,
2026-09-09,TPEX,6121,新普,
2026-09-09,TPEX,7828,創新服務,
2026-09-09,TPEX,8109,博大,
2026-09-09,TPEX,8938,明安,
2026-09-09,TPEX,6187,萬潤,
2026-09-09,TPEX,3293,鈊象,
2026-09-09,TPEX,6122,擎邦,
2026-09-09,TPEX,8924,大田,
2026-09-09,TPEX,4966,譜瑞-KY,
2026-09-09,TPEX,6561,是方,
2026-09-09,TPEX,5287,數字,
2026-09-09,TPEX,6703,軒郁,
2026-09-09,TPEX,4420,光明,
2026-09-09,TPEX,6577,勁豐,
2026-09-09,TPEX,2718,全心投控,
