date,market,stock_id,name,trust_net
2026-08-12,TPEX,3211,順達,
2026-08-12,TPEX,5347,世界,
2026-08-12,TPEX,3105,穩懋,
2026-08-12,TPEX,5904,寶雅*,
2026-08-12,TPEX,4979,華星光,
2026-08-12,TPEX,5483,中美晶,
2026-08-12,TPEX,3081,聯亞,
2026-08-12,TPEX,4991,環宇-KY,
2026-08-12,TPEX,6182,合晶,
2026-08-12,TPEX,6510,精測,
2026-08-12,TPEX,5274,信驊,
2026-08-12,TPEX,3491,昇達科,
2026-08-12,TPEX,4123,晟德,
2026-08-12,TPEX,6121,新普,
2026-08-12,TPEX,6223,旺矽,
2026-08-12,TPEX,3293,鈊象,
2026-08-12,TPEX,8436,大江,
2026-08-12,TPEX,3131,弘塑,
2026-08-12,TPEX,1785,光洋科,
2026-08-12,TPEX,6147,頎邦,
2026-08-12,TPEX,8299,群聯,
