date,market,stock_id,name,trust_net
2026-09-03,TPEX,6510,精測,
2026-09-03,TPEX,3264,欣銓,
2026-09-03,TPEX,3234,光環,
2026-09-03,TPEX,6548,長科*,
2026-09-03,TPEX,6640,均華,
2026-09-03,TPEX,8415,大國鋼,
2026-09-03,TPEX,6173,信昌電,
2026-09-03,TPEX,4991,環宇-KY,
2026-09-03,TPEX,5274,信驊,
2026-09-03,TPEX,3260,威剛,
2026-09-03,TPEX,5536,聖暉*,
2026-09-03,TPEX,6584,南俊國際,
2026-09-03,TPEX,6187,萬潤,
2026-09-03,TPEX,6509,聚和,
2026-09-03,TPEX,5309,系統電,
2026-09-03,TPEX,8069,元太,
2026-09-03,TPEX,8358,金居,
2026-09-03,TPEX,1815,富喬,
2026-09-03,TPEX,3491,昇達科,
2026-09-03,TPEX,8109,博大,
2026-09-03,TPEX,5347,世界,
2026-09-03,TPEX,3293,鈊象,
2026-09-03,TPEX,6121,新普,
2026-09-03,TPEX,3078,僑威,
2026-09-03,TPEX,3529,力旺,
2026-09-03,TPEX,6026,福邦證,
2026-09-03,TPEX,3227,原相,
2026-09-03,TPEX,8938,明安,
2026-09-03,TPEX,6122,擎邦,
2026-09-03,TPEX,8924,大田,
2026-09-03,TPEX,5287,數字,
2026-09-03,TPEX,3131,弘塑,
2026-09-03,TPEX,6703,軒郁,
2026-09-03,TPEX,2718,全心投控,
2026-09-03,TPEX,4420,光明,
2026-09-03,TPEX,6577,勁豐,
2026-09-03,TPEX,5209,新鼎,
2026-09-03,TPEX,4105,東洋,
