date,market,stock_id,name,trust_net
2026-09-01,TPEX,3105,穩懋,
2026-09-01,TPEX,3374,精材,
2026-09-01,TPEX,3264,欣銓,
2026-09-01,TPEX,5347,世界,
2026-09-01,TPEX,6548,長科*,
2026-09-01,TPEX,6187,萬潤,
2026-09-01,TPEX,1815,富喬,
2026-09-01,TPEX,4991,環宇-KY,
2026-09-01,TPEX,8415,大國鋼,
2026-09-01,TPEX,3260,威剛,
2026-09-01,TPEX,3324,雙鴻,
2026-09-01,TPEX,3491,昇達科,
2026-09-01,TPEX,8358,金居,
2026-09-01,TPEX,3131,弘塑,
2026-09-01,TPEX,6173,信昌電,
2026-09-01,TPEX,6727,亞泰金屬,
2026-09-01,TPEX,5274,信驊,
2026-09-01,TPEX,6488,環球晶,
2026-09-01,TPEX,6510,精測,
2026-09-01,TPEX,6584,南俊國際,
2026-09-01,TPEX,5314,世紀*,
2026-09-01,TPEX,8069,元太,
2026-09-01,TPEX,6640,均華,
2026-09-01,TPEX,3227,原相,
2026-09-01,TPEX,3081,聯亞,
2026-09-01,TPEX,6121,新普,
2026-09-01,TPEX,4749,新應材,
2026-09-01,TPEX,6763,綠界科技*,
2026-09-01,TPEX,6223,旺矽,
2026-09-01,TPEX,4953,緯致,
2026-09-01,TPEX,6284,佳邦,
2026-09-01,TPEX,6138,茂達,
2026-09-01,TPEX,6291,沛亨,
2026-09-01,TPEX,6561,是方,
2026-09-01,TPEX,6788,華景電,
2026-09-01,TPEX,3078,僑威,
2026-09-01,TPEX,4105,東洋,
2026-09-01,TPEX,1785,光洋科,
