date,market,stock_id,name,trust_net
2026-09-15,TPEX,6147,頎邦,
2026-09-15,TPEX,8069,元太,
2026-09-15,TPEX,6274,台燿,
2026-09-15,TPEX,6173,信昌電,
2026-09-15,TPEX,3211,順達,
2026-09-15,TPEX,3260,威剛,
2026-09-15,TPEX,5904,寶雅*,
2026-09-15,TPEX,8358,金居,
2026-09-15,TPEX,3491,昇達科,
2026-09-15,TPEX,7751,竑騰,
2026-09-15,TPEX,6509,聚和,
2026-09-15,TPEX,6640,均華,
2026-09-15,TPEX,5347,世界,
2026-09-15,TPEX,6223,旺矽,
2026-09-15,TPEX,6763,綠界科技*,
2026-09-15,TPEX,3105,穩懋,
2026-09-15,TPEX,5309,系統電,
2026-09-15,TPEX,6121,新普,
2026-09-15,TPEX,6284,佳邦,
2026-09-15,TPEX,5274,信驊,
2026-09-15,TPEX,3081,聯亞,
2026-09-15,TPEX,4953,緯致,
2026-09-15,TPEX,8109,博大,
2026-09-15,TPEX,5536,聖暉*,
2026-09-15,TPEX,4966,譜瑞-KY,
2026-09-15,TPEX,3529,力旺,
2026-09-15,TPEX,6683,雍智科技,
2026-09-15,TPEX,6561,是方,
2026-09-15,TPEX,6488,環球晶,
2026-09-15,TPEX,4991,環宇-KY,
2026-09-15,TPEX,6664,群翊,
2026-09-15,TPEX,8299,群聯,
2026-09-15,TPEX,7828,創新服務,
2026-09-15,TPEX,3526,凡甲,
