date,market,stock_id,name,trust_net
2026-09-04,TPEX,4979,華星光,
2026-09-04,TPEX,3491,昇達科,
2026-09-04,TPEX,6510,精測,
2026-09-04,TPEX,6488,環球晶,
2026-09-04,TPEX,6640,均華,
2026-09-04,TPEX,8069,元太,
2026-09-04,TPEX,8938,明安,
2026-09-04,TPEX,6548,長科*,
2026-09-04,TPEX,5347,世界,
2026-09-04,TPEX,5483,中美晶,
2026-09-04,TPEX,3260,威剛,
2026-09-04,TPEX,3234,光環,
2026-09-04,TPEX,6121,新普,
2026-09-04,TPEX,6509,聚和,
2026-09-04,TPEX,3211,順達,
2026-09-04,TPEX,6187,萬潤,
2026-09-04,TPEX,6026,福邦證,
2026-09-04,TPEX,8415,大國鋼,
2026-09-04,TPEX,6763,綠界科技*,
2026-09-04,TPEX,8924,大田,
2026-09-04,TPEX,5309,系統電,
2026-09-04,TPEX,3293,鈊象,
2026-09-04,TPEX,6284,佳邦,
2026-09-04,TPEX,6147,頎邦,
2026-09-04,TPEX,5904,寶雅*,
2026-09-04,TPEX,7828,創新服務,
2026-09-04,TPEX,3078,僑威,
2026-09-04,TPEX,5536,聖暉*,
2026-09-04,TPEX,6173,信昌電,
2026-09-04,TPEX,8109,博大,
2026-09-04,TPEX,6584,南俊國際,
2026-09-04,TPEX,4953,緯致,
2026-09-04,TPEX,5274,信驊,
2026-09-04,TPEX,3227,原相,
2026-09-04,TPEX,6664,群翊,
2026-09-04,TPEX,6703,軒郁,
2026-09-04,TPEX,6561,是方,
2026-09-04,TPEX,7751,竑騰,
2026-09-04,TPEX,3131,弘塑,
2026-09-04,TPEX,6577,勁豐,
2026-09-04,TPEX,3529,力旺,
2026-09-04,TPEX,4420,光明,
2026-09-04,TPEX,5287,數字,
2026-09-04,TPEX,5209,新鼎,
2026-09-04,TPEX,2718,全心投控,
2026-09-04,TPEX,6122,擎邦,
