date,market,stock_id,name,trust_net
2026-08-13,TPEX,3264,欣銓,
2026-08-13,TPEX,4979,華星光,
2026-08-13,TPEX,6173,信昌電,
2026-08-13,TPEX,3211,順達,
2026-08-13,TPEX,3105,穩懋,
2026-08-13,TPEX,6187,萬潤,
2026-08-13,TPEX,5483,中美晶,
2026-08-13,TPEX,5347,世界,
2026-08-13,TPEX,3081,聯亞,
2026-08-13,TPEX,6693,廣閎科,
2026-08-13,TPEX,8358,金居,
2026-08-13,TPEX,3131,弘塑,
2026-08-13,TPEX,5904,寶雅*,
2026-08-13,TPEX,5274,信驊,
2026-08-13,TPEX,6121,新普,
2026-08-13,TPEX,3293,鈊象,
2026-08-13,TPEX,3526,凡甲,
2026-08-13,TPEX,3363,上詮,
2026-08-13,TPEX,3491,昇達科,
