date,market,stock_id,name,trust_net
2026-08-18,TPEX,3265,台星科,
2026-08-18,TPEX,5483,中美晶,
2026-08-18,TPEX,6488,環球晶,
2026-08-18,TPEX,3081,聯亞,
2026-08-18,TPEX,5425,台半,
2026-08-18,TPEX,3105,穩懋,
2026-08-18,TPEX,5347,世界,
2026-08-18,TPEX,4966,譜瑞-KY,
2026-08-18,TPEX,3227,原相,
2026-08-18,TPEX,8069,元太,
2026-08-18,TPEX,1815,富喬,
2026-08-18,TPEX,8358,金居,
2026-08-18,TPEX,6121,新普,
2026-08-18,TPEX,6274,台燿,
2026-08-18,TPEX,3264,欣銓,
2026-08-18,TPEX,6584,南俊國際,
2026-08-18,TPEX,5274,信驊,
2026-08-18,TPEX,3491,昇達科,
2026-08-18,TPEX,5289,宜鼎,
2026-08-18,TPEX,6173,信昌電,
2026-08-18,TPEX,3374,精材,
2026-08-18,TPEX,7828,創新服務,
2026-08-18,TPEX,3357,臺慶科,
2026-08-18,TPEX,4991,環宇-KY,
2026-08-18,TPEX,6548,長科*,
2026-08-18,TPEX,8086,宏捷科,
2026-08-18,TPEX,6290,良維,
2026-08-18,TPEX,8932,智通*,
2026-08-18,TPEX,4749,新應材,
