date,market,stock_id,name,trust_net
2026-09-11,TPEX,1815,富喬,
2026-09-11,TPEX,6147,頎邦,
2026-09-11,TPEX,5347,世界,
2026-09-11,TPEX,3105,穩懋,
2026-09-11,TPEX,3264,欣銓,
2026-09-11,TPEX,3363,上詮,
2026-09-11,TPEX,6510,精測,
2026-09-11,TPEX,3529,力旺,
2026-09-11,TPEX,6640,均華,
2026-09-11,TPEX,6509,聚和,
2026-09-11,TPEX,3491,昇達科,
2026-09-11,TPEX,6223,旺矽,
2026-09-11,TPEX,5309,系統電,
2026-09-11,TPEX,6121,新普,
2026-09-11,TPEX,6026,福邦證,
2026-09-11,TPEX,8109,博大,
2026-09-11,TPEX,3078,僑威,
2026-09-11,TPEX,5536,聖暉*,
2026-09-11,TPEX,4105,東洋,
2026-09-11,TPEX,7828,創新服務,
2026-09-11,TPEX,3293,鈊象,
2026-09-11,TPEX,8938,明安,
2026-09-11,TPEX,6122,擎邦,
2026-09-11,TPEX,8924,大田,
2026-09-11,TPEX,7751,竑騰,
2026-09-11,TPEX,8299,群聯,
2026-09-11,TPEX,5287,數字,
2026-09-11,TPEX,6703,軒郁,
2026-09-11,TPEX,4420,光明,
2026-09-11,TPEX,2718,全心投控,
2026-09-11,TPEX,6577,勁豐,
2026-09-11,TPEX,3526,凡甲,
2026-09-11,TPEX,5209,新鼎,
