market,stock_id,name,revenue_period,revenue_month_yoy,revenue_cum_yoy,eps_year,eps_quarter,eps_cumulative,revenue_double_growth,eps_positive,revenue_data_ok,eps_data_ok
TWSE,1623,大東電,11507,14.516857008616256,3.6525300485603363,115,2,6.02,True,True,True,True
TWSE,1626,艾美特-KY,11507,8.377871610455733,-2.38113010637657,115,2,-1.62,False,False,True,True
TWSE,1702,南僑,11507,9.351490390114709,0.5777079271465116,115,2,0.24,True,True,True,True
TWSE,1707,葡萄王,11507,-5.076320965253267,-3.0128374571268814,115,2,2.75,False,True,True,True
TWSE,1708,東鹼,11507,24.65547911442594,13.439014432242073,115,2,1.98,True,True,True,True
TWSE,1709,和益,11507,83.29046508535268,14.900753417875832,115,2,1.3,True,True,True,True
TWSE,1710,東聯,11507,30.770357513823747,-6.167415543838594,115,2,-0.12,False,False,True,True
TWSE,1711,永光,11507,25.706674131166054,8.986188181683504,115,2,0.28,True,True,True,True
TWSE,1712,興農,11507,21.543874524414793,5.251537675986542,115,2,1.56,True,True,True,True
TWSE,1713,國化,11507,-6.061290778138681,5.486346078076956,115,2,2.25,False,True,True,True
TWSE,1714,和桐,11507,77.38272254543362,61.22417624717493,115,2,0.89,True,True,True,True
TWSE,1717,長興,11507,23.862784201813927,10.483859466302114,115,2,1.09,True,True,True,True
TWSE,1718,中纖,11507,11.172073908560188,3.0849662210522424,115,2,0.46,True,True,True,True
TWSE,1720,生達,11507,6.352782358744937,2.29307216424228,115,2,2.49,True,True,True,True
TWSE,1721,三晃,11507,-43.46463995295129,-15.043866226754648,115,2,-0.62,False,False,True,True
TWSE,1722,台肥,11507,9.751399781019948,6.830280996190931,115,2,0.43,True,True,True,True
TWSE,1723,中碳,11507,46.181475895559906,11.500404119062221,115,2,2.07,True,True,True,True
TWSE,1725,元禎,11507,22.38706174814984,9.743136015954743,115,2,1.0,True,True,True,True
TWSE,1726,永記,11507,11.556425478824917,4.272781333530575,115,2,3.66,True,True,True,True
TWSE,1727,中華化,11507,32.454757373393846,21.376008310500374,115,2,0.66,True,True,True,True
TWSE,1730,花仙子,11507,17.36920155628396,4.089849079745054,115,2,2.5,True,True,True,True
TWSE,1731,美吾華,11507,13.820648776308783,8.139605161479716,115,2,0.95,True,True,True,True
TWSE,1732,毛寶,11507,-12.690065560725838,4.815056835450733,115,2,0.61,False,True,True,True
TWSE,1733,五鼎,11507,30.516139663474743,-3.819480701396936,115,2,1.18,False,True,True,True
TWSE,1734,杏輝,11507,-2.8617756858765815,3.716524414959524,115,2,0.87,False,True,True,True
TWSE,1735,日勝化,11507,18.026007012506557,8.209629316515008,115,2,0.39,True,True,True,True
TWSE,1736,喬山,11507,35.797087871428026,12.747370445582535,115,2,3.27,True,True,True,True
TWSE,1737,臺鹽,11507,5.193360094486874,-5.372059536949729,115,2,0.87,False,True,True,True
TWSE,1752,南光,11507,-6.565782891445723,-4.984158241354078,115,2,0.84,False,True,True,True
TWSE,1760,寶齡富錦,11507,19.550257794220165,6.560589919553207,115,2,1.06,True,True,True,True
TWSE,1762,中化生,11507,23.22845454795047,23.99575624306167,115,2,2.39,True,True,True,True
TWSE,1773,勝一,11507,33.55156856573287,20.96816031218082,115,2,4.38,True,True,True,True
TWSE,1776,展宇,11507,5.320716086989089,2.1272339623962515,115,2,0.66,True,True,True,True
TWSE,1783,和康生,11507,-2.623661825567722,5.351475027852654,115,2,1.47,False,True,True,True
TWSE,1786,科妍,11507,0.027931103278579505,0.5208514397544411,115,2,0.76,True,True,True,True
TWSE,1789,神隆,11507,-7.050735611204156,-6.7184959150486865,115,2,-0.02,False,False,True,True
TWSE,1795,美時,11507,3.9367677767108464,67.9683675378013,115,2,4.65,True,True,True,True
TWSE,1802,台玻,11507,28.44880953716061,14.221626696347593,115,2,0.64,True,True,True,True
TWSE,1805,寶徠,11507,0.8771929824561403,7.2316942591219835,115,2,0.06,True,True,True,True
TWSE,1806,冠軍,11507,-22.666005799846126,-19.549777548913614,115,2,-0.07,False,False,True,True
TWSE,1808,潤隆,11507,3460.154507547597,13488.270126747157,115,2,2.52,True,True,True,True
TWSE,1809,中釉,11507,-9.884485055477573,-1.4477121429173339,115,2,0.1,False,True,True,True
TWSE,1810,和成,11507,-3.7122458282135637,-7.597055006395759,115,2,3.62,False,True,True,True
TWSE,1817,凱撒衛,11507,5.199725905921238,1.6924415392809058,115,2,2.95,True,True,True,True
TWSE,1903,士紙,11507,-3.9108061749571186,-1.3933800413186024,115,2,-0.15,False,False,True,True
TWSE,1904,正隆,11507,22.823283991656872,7.532557533860753,115,2,1.45,True,True,True,True
TWSE,1905,華紙,11507,1.4772854754184184,-4.193669177185003,115,2,-0.52,False,False,True,True
TWSE,1906,寶隆,11507,102.2043908305958,8.652108071387124,115,2,0.22,True,True,True,True
TWSE,1907,永豐餘,11507,7.281205594494915,4.846880103310357,115,2,0.47,True,True,True,True
TWSE,1909,榮成,11507,20.32301873688973,13.876768339075731,115,2,0.19,True,True,True,True
TWSE,2002,中鋼,11507,21.84525379167298,2.6285567432059187,115,2,-0.03,True,False,True,True
TWSE,2006,東和鋼鐵,11507,13.891390874771698,0.6844990656349622,115,2,4.07,True,True,True,True
TWSE,2007,燁興,11507,9.552377330147134,-22.31944030239424,115,2,-0.82,False,False,True,True
TWSE,2008,高興昌,11507,3.689346953666545,-14.605329945923922,115,2,0.34,False,True,True,True
TWSE,2009,第一銅,11507,21.41189768287589,20.75627526811849,115,2,0.49,True,True,True,True
TWSE,2010,春源,11507,-0.9498310039712293,5.898393649748226,115,2,1.35,False,True,True,True
TWSE,2012,春雨,11507,-2.1543730568851824,-11.615777209429949,115,2,-0.19,False,False,True,True
TWSE,2013,中鋼構,11507,11.07866966476189,-8.791791102804169,115,2,1.44,False,True,True,True
TWSE,2014,中鴻,11507,17.19179397806543,-5.046888005785979,115,2,0.07,False,True,True,True
TWSE,2015,豐興,11507,5.449738293138981,-9.323210311554826,115,2,2.36,False,True,True,True
TWSE,2017,官田鋼,11507,-20.307760141093475,-3.5381159497677217,115,2,-0.3,False,False,True,True
TWSE,2020,美亞,11507,-62.270353845356865,-19.316470286264995,115,2,1.02,False,True,True,True
TWSE,2022,聚亨,11507,19.237705459106213,42.651406626535554,115,2,-0.18,True,False,True,True
TWSE,2023,燁輝,11507,10.98608496343247,-5.710333582443159,115,2,-0.52,False,False,True,True
TWSE,2024,志聯,11507,20.662591775471085,3.5194310578132897,115,2,0.27,True,True,True,True
TWSE,2025,千興,11507,200.77620698853028,144.7342420065355,115,2,0.76,True,True,True,True
TWSE,2027,大成鋼,11507,46.116712503256814,32.55528713166153,115,2,3.1,True,True,True,True
TWSE,2028,威致,11507,12.834598837238858,4.623803814212,115,2,0.37,True,True,True,True
TWSE,2029,盛餘,11507,30.254797763273398,-6.0658685550389455,115,2,0.98,False,True,True,True
TWSE,2030,彰源,11507,41.19462878052678,15.747049438309638,115,2,1.66,True,True,True,True
