date,market,stock_id,name,open,high,low,close,volume
2026-07-13,TWSE,1101,台泥,22.95,23.05,22.7,22.85,26175062.0
2026-07-13,TWSE,1102,亞泥,36.0,36.0,34.85,34.9,20417794.0
2026-07-13,TWSE,1103,嘉泥,13.45,13.65,13.45,13.55,512183.0
2026-07-13,TWSE,1104,環泥,27.3,27.3,27.0,27.1,612238.0
2026-07-13,TWSE,1108,幸福,13.7,13.7,13.6,13.65,643070.0
2026-07-13,TWSE,1109,信大,14.65,14.7,14.55,14.65,741565.0
2026-07-13,TWSE,1110,東泥,15.6,15.8,15.55,15.7,179152.0
2026-07-13,TWSE,1201,味全,12.45,12.55,12.4,12.55,273602.0
2026-07-13,TWSE,1203,味王,43.2,43.3,42.8,42.85,20172.0
2026-07-13,TWSE,1210,大成,57.1,58.2,57.1,57.9,2824026.0
2026-07-13,TWSE,1213,大飲,7.52,7.53,7.39,7.53,6001.0
2026-07-13,TWSE,1215,卜蜂,112.0,113.5,111.5,113.5,1577613.0
2026-07-13,TWSE,1216,統一,78.0,79.4,78.0,78.5,20557092.0
2026-07-13,TWSE,1217,愛之味,10.0,10.0,9.95,10.0,576520.0
2026-07-13,TWSE,1218,泰山,16.65,16.65,15.95,16.2,5767874.0
2026-07-13,TWSE,1219,福壽,12.35,12.35,11.75,11.9,2682441.0
2026-07-13,TWSE,1220,台榮,11.55,11.55,11.3,11.45,289687.0
2026-07-13,TWSE,1225,福懋油,28.05,28.1,26.0,26.4,478163.0
2026-07-13,TWSE,1227,佳格,29.8,30.15,29.8,30.1,1431818.0
2026-07-13,TWSE,1229,聯華,40.35,40.5,39.85,40.3,2566612.0
2026-07-13,TWSE,1231,聯華食,86.0,86.5,85.5,86.5,343812.0
2026-07-13,TWSE,1232,大統益,150.0,152.5,149.5,151.0,787260.0
2026-07-13,TWSE,1233,天仁,28.1,28.45,28.1,28.1,22337.0
2026-07-13,TWSE,1234,黑松,33.2,33.5,33.1,33.3,290600.0
2026-07-13,TWSE,1235,興泰,36.25,36.25,35.6,35.9,71002.0
2026-07-13,TWSE,1236,宏亞,24.55,24.55,23.25,23.3,179861.0
2026-07-13,TWSE,1256,鮮活果汁-KY,201.0,201.0,186.5,192.0,141668.0
2026-07-13,TWSE,1301,台塑,56.0,60.2,56.0,60.2,52147050.0
2026-07-13,TWSE,1303,南亞,192.5,199.5,192.5,199.5,88890080.0
2026-07-13,TWSE,1304,台聚,13.45,14.15,13.45,13.55,7561377.0
2026-07-13,TWSE,1305,華夏,12.9,13.3,12.9,12.95,2883111.0
2026-07-13,TWSE,1307,三芳,32.45,32.75,32.0,32.35,959637.0
2026-07-13,TWSE,1308,亞聚,14.7,15.35,14.7,14.8,2492105.0
2026-07-13,TWSE,1309,台達化,14.7,15.3,14.6,14.8,3816114.0
2026-07-13,TWSE,1310,台苯,10.45,10.75,10.3,10.35,5550773.0
2026-07-13,TWSE,1312,國喬,13.5,13.8,13.2,13.35,11351685.0
2026-07-13,TWSE,1313,聯成,12.6,12.85,12.25,12.3,6172380.0
2026-07-13,TWSE,1314,中石化,8.8,9.25,8.8,8.85,73051277.0
2026-07-13,TWSE,1315,達新,63.5,63.7,63.4,63.7,17847.0
2026-07-13,TWSE,1316,上曜,10.4,10.45,10.2,10.3,1237872.0
2026-07-13,TWSE,1319,東陽,76.0,77.0,75.2,75.2,2619629.0
2026-07-13,TWSE,1321,大洋,31.55,31.55,30.95,31.15,173463.0
2026-07-13,TWSE,1323,永裕,20.2,20.35,20.0,20.1,97368.0
2026-07-13,TWSE,1324,地球,10.4,10.45,10.3,10.35,56929.0
2026-07-13,TWSE,1325,恆大,24.55,24.55,24.15,24.25,133830.0
2026-07-13,TWSE,1326,台化,60.0,66.0,60.0,65.0,96160170.0
2026-07-13,TWSE,1337,再生-KY,5.12,5.16,5.0,5.0,829234.0
2026-07-13,TWSE,1338,廣華-KY,16.7,16.85,15.8,16.05,180965.0
2026-07-13,TWSE,1339,昭輝,44.9,45.6,44.15,44.5,150418.0
2026-07-13,TWSE,1340,勝悅-KY,5.5,5.5,5.33,5.33,220929.0
2026-07-13,TWSE,1341,富林-KY,,,,,8.0
2026-07-13,TWSE,1342,八貫,110.5,115.0,110.5,114.5,501909.0
