date,market,stock_id,name,open,high,low,close,volume
2026-08-31,TWSE,1101,台泥,24.1,24.4,24.1,24.3,16839498.0
2026-08-31,TWSE,1102,亞泥,34.9,34.9,34.3,34.55,8933528.0
2026-08-31,TWSE,1103,嘉泥,13.2,13.25,13.15,13.15,210363.0
2026-08-31,TWSE,1104,環泥,26.6,26.65,26.45,26.45,931772.0
2026-08-31,TWSE,1108,幸福,11.75,11.8,11.7,11.75,113428.0
2026-08-31,TWSE,1109,信大,13.6,13.6,13.5,13.5,73635.0
2026-08-31,TWSE,1110,東泥,16.05,16.05,15.9,15.95,24996.0
2026-08-31,TWSE,1201,味全,12.2,12.3,12.15,12.25,304248.0
2026-08-31,TWSE,1203,味王,46.0,46.0,45.05,45.2,13751.0
2026-08-31,TWSE,1210,大成,52.2,52.4,51.9,52.0,1731459.0
2026-08-31,TWSE,1213,大飲,8.07,8.07,7.69,7.7,113303.0
2026-08-31,TWSE,1215,卜蜂,108.5,109.0,107.5,108.5,451609.0
2026-08-31,TWSE,1216,統一,76.5,76.5,75.2,75.7,11006895.0
2026-08-31,TWSE,1217,愛之味,9.99,10.0,9.97,9.97,360634.0
2026-08-31,TWSE,1218,泰山,14.6,14.65,14.35,14.55,2440793.0
2026-08-31,TWSE,1219,福壽,11.7,11.75,11.45,11.5,579349.0
2026-08-31,TWSE,1220,台榮,10.95,10.95,10.8,10.9,117164.0
2026-08-31,TWSE,1225,福懋油,26.4,26.4,25.35,25.45,294386.0
2026-08-31,TWSE,1227,佳格,28.9,28.9,28.6,28.65,757742.0
2026-08-31,TWSE,1229,聯華,42.45,42.45,41.85,42.15,1036182.0
2026-08-31,TWSE,1231,聯華食,81.1,81.1,80.6,80.6,267703.0
2026-08-31,TWSE,1232,大統益,156.5,157.5,156.0,156.5,104906.0
2026-08-31,TWSE,1233,天仁,28.55,28.9,28.55,28.9,7403.0
2026-08-31,TWSE,1234,黑松,33.25,33.4,33.2,33.25,40461.0
2026-08-31,TWSE,1235,興泰,37.25,37.25,37.0,37.0,2718.0
2026-08-31,TWSE,1236,宏亞,25.5,25.75,25.45,25.55,112274.0
