date,market,stock_id,name,open,high,low,close,volume
2026-08-29,TWSE,1101,台泥,24.1,24.4,24.1,24.3,16839498.0
2026-08-29,TWSE,1102,亞泥,34.9,34.9,34.3,34.55,8933528.0
2026-08-29,TWSE,1103,嘉泥,13.2,13.25,13.15,13.15,210363.0
2026-08-29,TWSE,1104,環泥,26.6,26.65,26.45,26.45,931772.0
2026-08-29,TWSE,1108,幸福,11.75,11.8,11.7,11.75,113428.0
2026-08-29,TWSE,1109,信大,13.6,13.6,13.5,13.5,73635.0
2026-08-29,TWSE,1110,東泥,16.05,16.05,15.9,15.95,24996.0
2026-08-29,TWSE,1201,味全,12.2,12.3,12.15,12.25,304248.0
2026-08-29,TWSE,1203,味王,46.0,46.0,45.05,45.2,13751.0
2026-08-29,TWSE,1210,大成,52.2,52.4,51.9,52.0,1731459.0
2026-08-29,TWSE,1213,大飲,8.07,8.07,7.69,7.7,113303.0
2026-08-29,TWSE,1215,卜蜂,108.5,109.0,107.5,108.5,451609.0
2026-08-29,TWSE,1216,統一,76.5,76.5,75.2,75.7,11006895.0
2026-08-29,TWSE,1217,愛之味,9.99,10.0,9.97,9.97,360634.0
2026-08-29,TWSE,1218,泰山,14.6,14.65,14.35,14.55,2440793.0
2026-08-29,TWSE,1219,福壽,11.7,11.75,11.45,11.5,579349.0
2026-08-29,TWSE,1220,台榮,10.95,10.95,10.8,10.9,117164.0
2026-08-29,TWSE,1225,福懋油,26.4,26.4,25.35,25.45,294386.0
2026-08-29,TWSE,1227,佳格,28.9,28.9,28.6,28.65,757742.0
2026-08-29,TWSE,1229,聯華,42.45,42.45,41.85,42.15,1036182.0
2026-08-29,TWSE,1231,聯華食,81.1,81.1,80.6,80.6,267703.0
2026-08-29,TWSE,1232,大統益,156.5,157.5,156.0,156.5,104906.0
2026-08-29,TWSE,1233,天仁,28.55,28.9,28.55,28.9,7403.0
2026-08-29,TWSE,1234,黑松,33.25,33.4,33.2,33.25,40461.0
2026-08-29,TWSE,1235,興泰,37.25,37.25,37.0,37.0,2718.0
2026-08-29,TWSE,1236,宏亞,25.5,25.75,25.45,25.55,112274.0
2026-08-29,TWSE,1256,鮮活果汁-KY,185.5,188.0,183.5,188.0,111300.0
2026-08-29,TWSE,1301,台塑,63.2,64.8,62.1,62.7,33720847.0
2026-08-29,TWSE,1303,南亞,230.5,238.5,219.0,220.5,192491363.0
2026-08-29,TWSE,1304,台聚,12.4,12.55,12.0,12.05,2957396.0
2026-08-29,TWSE,1305,華夏,12.5,12.55,12.05,12.1,1932665.0
2026-08-29,TWSE,1307,三芳,31.0,31.1,30.6,30.7,598692.0
2026-08-29,TWSE,1308,亞聚,14.15,14.35,13.85,13.85,1497972.0
2026-08-29,TWSE,1309,台達化,13.4,13.55,13.05,13.1,1946446.0
2026-08-29,TWSE,1310,台苯,8.69,8.78,8.37,8.43,5238853.0
2026-08-29,TWSE,1312,國喬,15.7,15.7,13.8,14.15,212554333.0
2026-08-29,TWSE,1313,聯成,12.25,12.3,11.75,11.85,3551660.0
2026-08-29,TWSE,1314,中石化,8.21,8.25,8.03,8.05,18157758.0
2026-08-29,TWSE,1315,達新,66.3,66.3,65.2,65.5,73230.0
2026-08-29,TWSE,1316,上曜,11.85,11.95,11.05,11.15,9614361.0
2026-08-29,TWSE,1319,東陽,82.0,84.3,82.0,82.1,2802208.0
2026-08-29,TWSE,1321,大洋,33.75,33.75,33.0,33.15,151698.0
2026-08-29,TWSE,1323,永裕,21.55,21.55,21.25,21.5,24550.0
2026-08-29,TWSE,1324,地球,10.1,10.25,10.0,10.25,42188.0
2026-08-29,TWSE,1325,恆大,26.7,26.7,26.3,26.3,130588.0
2026-08-29,TWSE,1326,台化,63.5,64.2,62.0,62.1,23816854.0
2026-08-29,TWSE,1337,再生-KY,4.8,4.8,4.64,4.67,376676.0
2026-08-29,TWSE,1338,廣華-KY,14.5,14.6,14.2,14.2,91492.0
2026-08-29,TWSE,1339,昭輝,43.65,43.65,42.65,43.3,124172.0
2026-08-29,TWSE,1340,勝悅-KY,5.25,5.3,5.23,5.23,94269.0
2026-08-29,TWSE,1341,富林-KY,60.1,60.1,60.1,60.1,1000.0
2026-08-29,TWSE,1342,八貫,105.0,105.0,104.0,104.0,124111.0
2026-08-29,TWSE,1402,遠東新,28.35,28.35,28.0,28.1,9013833.0
2026-08-29,TWSE,1409,新纖,25.2,25.2,24.1,24.3,19584388.0
2026-08-29,TWSE,1410,南染,24.65,24.85,24.35,24.4,70793.0
2026-08-29,TWSE,1413,宏洲,9.32,9.33,9.18,9.31,14641.0
2026-08-29,TWSE,1414,東和,19.3,19.45,18.85,19.3,538753.0
2026-08-29,TWSE,1416,廣豐,11.8,11.85,11.7,11.8,194146.0
2026-08-29,TWSE,1417,嘉裕,8.33,8.33,8.24,8.29,75045.0
2026-08-29,TWSE,1418,東華,17.75,17.75,17.75,17.75,6624.0
2026-08-29,TWSE,1419,新紡,66.1,66.9,65.4,66.9,91850.0
2026-08-29,TWSE,1423,利華,35.8,35.8,34.4,34.95,21839.0
2026-08-29,TWSE,1432,大魯閣,15.1,15.1,15.0,15.05,72772.0
2026-08-29,TWSE,1434,福懋,18.15,18.35,17.8,17.85,2610132.0
2026-08-29,TWSE,1435,中福,23.5,23.5,21.85,22.0,18279.0
2026-08-29,TWSE,1436,華友聯,39.15,39.15,38.5,38.55,99470.0
2026-08-29,TWSE,1437,勤益控,32.2,32.2,31.8,31.95,32375.0
2026-08-29,TWSE,1438,三地開發,22.45,22.45,22.2,22.35,23248.0
2026-08-29,TWSE,1439,雋揚,29.45,29.5,28.95,29.4,32094.0
2026-08-29,TWSE,1440,南紡,13.95,13.95,13.65,13.7,1147332.0
2026-08-29,TWSE,1441,大東,9.18,9.18,9.08,9.09,14134.0
2026-08-29,TWSE,1442,名軒,30.2,30.4,29.8,29.85,121083.0
2026-08-29,TWSE,1443,立益物流,25.0,25.0,24.9,24.9,4525.0
2026-08-29,TWSE,1444,力麗,7.2,7.3,7.16,7.17,876247.0
2026-08-29,TWSE,1445,大宇,10.25,10.5,10.2,10.5,28120.0
2026-08-29,TWSE,1446,宏和,13.6,13.7,13.55,13.65,80772.0
2026-08-29,TWSE,1447,力鵬,6.91,7.0,6.88,6.88,1149646.0
2026-08-29,TWSE,1449,佳和,12.5,12.5,12.35,12.45,276927.0
2026-08-29,TWSE,1451,年興,17.4,17.4,17.25,17.4,83168.0
2026-08-29,TWSE,1452,宏益,11.4,11.45,11.15,11.4,98667.0
2026-08-29,TWSE,1453,大將,11.45,11.45,11.1,11.25,39479.0
2026-08-29,TWSE,1454,台富,12.5,12.5,12.45,12.45,7492.0
2026-08-29,TWSE,1455,集盛,10.0,10.05,9.97,9.97,901205.0
2026-08-29,TWSE,1456,怡華,13.9,13.9,13.5,13.65,52439.0
2026-08-29,TWSE,1457,宜進,14.45,14.45,14.35,14.45,51405.0
2026-08-29,TWSE,1459,聯發,15.85,15.9,15.3,15.55,168696.0
2026-08-29,TWSE,1460,宏遠,6.64,6.66,6.61,6.62,159830.0
2026-08-29,TWSE,1463,強盛新,17.5,17.5,17.4,17.4,13257.0
2026-08-29,TWSE,1464,得力,10.3,10.3,10.15,10.15,228355.0
2026-08-29,TWSE,1465,偉全,12.0,12.45,11.95,12.0,320572.0
2026-08-29,TWSE,1466,聚隆,16.35,16.35,15.8,15.9,384286.0
2026-08-29,TWSE,1467,南緯,8.36,8.36,8.26,8.28,164242.0
2026-08-29,TWSE,1468,昶和,13.15,13.3,12.95,13.3,52001.0
2026-08-29,TWSE,1470,大統新創,24.0,24.0,23.55,23.55,5000.0
2026-08-29,TWSE,1471,首利,10.1,10.1,9.82,10.0,299929.0
2026-08-29,TWSE,1472,三洋實業,,,,,177.0
2026-08-29,TWSE,1473,台南,20.1,20.1,19.9,20.0,29817.0
2026-08-29,TWSE,1474,弘裕,10.05,10.15,9.98,10.0,70547.0
2026-08-29,TWSE,1475,業旺,26.8,26.8,26.3,26.6,22000.0
2026-08-29,TWSE,1476,儒鴻,313.0,314.0,310.5,311.5,698479.0
2026-08-29,TWSE,1477,聚陽,198.5,198.5,195.5,195.5,1170351.0
2026-08-29,TWSE,1503,士電,213.5,213.5,205.0,205.5,3448529.0
2026-08-29,TWSE,1504,東元,73.4,74.3,72.4,72.6,13064159.0
2026-08-29,TWSE,1506,正道,10.1,10.2,10.05,10.15,174703.0
2026-08-29,TWSE,1512,瑞利,6.46,6.49,6.38,6.41,34957.0
2026-08-29,TWSE,1513,中興電,173.0,173.0,168.0,168.0,2782623.0
2026-08-29,TWSE,1514,亞力,111.0,111.5,105.0,105.0,6054909.0
2026-08-29,TWSE,1515,力山,37.15,38.45,34.6,34.7,6522702.0
2026-08-29,TWSE,1516,川飛,14.35,14.8,14.35,14.75,23514.0
2026-08-29,TWSE,1517,利奇,11.45,11.5,11.2,11.25,380772.0
2026-08-29,TWSE,1519,華城,772.0,773.0,749.0,755.0,4024392.0
2026-08-29,TWSE,1521,大億,25.9,25.9,25.5,25.9,25233.0
2026-08-29,TWSE,1522,堤維西,28.2,28.2,27.95,28.0,332842.0
2026-08-29,TWSE,1524,耿鼎,27.65,27.65,27.45,27.5,217708.0
2026-08-29,TWSE,1525,江申,66.5,66.5,66.4,66.5,14004.0
2026-08-29,TWSE,1526,日馳,16.6,16.6,16.4,16.45,126458.0
2026-08-29,TWSE,1527,鑽全,32.95,33.15,32.6,32.7,125222.0
2026-08-29,TWSE,1528,恩德,19.8,19.8,19.3,19.55,740896.0
2026-08-29,TWSE,1529,樂事綠能,18.0,18.15,17.5,17.6,746393.0
2026-08-29,TWSE,1530,亞崴,29.15,29.15,28.85,29.0,24791.0
2026-08-29,TWSE,1531,高林股,13.35,13.7,13.35,13.7,1230467.0
2026-08-29,TWSE,1532,勤美,23.0,23.0,22.85,22.9,308888.0
2026-08-29,TWSE,1533,車王電,32.3,32.4,31.8,32.2,82481.0
2026-08-29,TWSE,1535,中宇,46.2,46.2,45.9,45.95,27576.0
2026-08-29,TWSE,1536,和大,51.9,51.9,50.1,50.3,1056845.0
2026-08-29,TWSE,1537,廣隆,119.5,119.5,118.5,119.0,149353.0
2026-08-29,TWSE,1538,正峰,,,,,1.0
2026-08-29,TWSE,1539,巨庭,15.65,15.75,15.65,15.65,23128.0
2026-08-29,TWSE,1540,喬福,19.4,19.5,19.25,19.35,105273.0
2026-08-29,TWSE,1541,錩泰,21.55,21.8,21.55,21.7,8000.0
2026-08-29,TWSE,1558,伸興,101.0,102.5,100.5,102.0,58760.0
2026-08-29,TWSE,1560,中砂,697.0,707.0,694.0,695.0,584981.0
2026-08-29,TWSE,1568,倉佑,29.15,29.75,29.05,29.1,172554.0
2026-08-29,TWSE,1582,信錦,76.4,77.7,75.3,76.8,1070262.0
2026-08-29,TWSE,1583,程泰,49.1,49.1,48.9,48.9,14065.0
2026-08-29,TWSE,1587,吉茂,24.0,24.65,23.95,24.3,230401.0
2026-08-29,TWSE,1590,亞德客-KY,1495.0,1495.0,1405.0,1415.0,673924.0
2026-08-29,TWSE,1597,直得,151.0,152.5,139.0,152.0,6997405.0
2026-08-29,TWSE,1598,岱宇,20.7,20.7,20.2,20.6,229049.0
2026-08-29,TWSE,1603,華電,31.2,31.2,30.95,31.05,135719.0
2026-08-29,TWSE,1604,聲寶,23.35,23.35,23.25,23.25,112744.0
