date,market,stock_id,name,open,high,low,close,volume
2026-05-20,TWSE,1101,台泥,24.3,24.4,24.0,24.15,25264963.0
2026-05-20,TWSE,1102,亞泥,35.0,35.0,34.5,34.5,8318546.0
2026-05-20,TWSE,1103,嘉泥,12.95,13.1,12.9,13.0,300923.0
2026-05-20,TWSE,1104,環泥,27.45,27.5,27.3,27.4,610586.0
2026-05-20,TWSE,1108,幸福,13.7,13.8,13.65,13.8,181269.0
2026-05-20,TWSE,1109,信大,14.45,14.6,14.45,14.6,87290.0
2026-05-20,TWSE,1110,東泥,14.1,14.1,13.9,13.9,126193.0
2026-05-20,TWSE,1201,味全,12.1,12.15,12.0,12.1,356148.0
2026-05-20,TWSE,1203,味王,41.2,41.65,40.25,41.65,34118.0
2026-05-20,TWSE,1210,大成,53.5,53.6,52.8,53.0,1669943.0
2026-05-20,TWSE,1213,大飲,8.45,8.45,8.21,8.43,15303.0
2026-05-20,TWSE,1215,卜蜂,141.5,144.0,139.0,142.0,1747891.0
2026-05-20,TWSE,1216,統一,74.8,74.8,72.7,73.4,13838366.0
2026-05-20,TWSE,1217,愛之味,9.44,9.44,9.38,9.42,399667.0
2026-05-20,TWSE,1218,泰山,18.6,18.6,18.45,18.45,309851.0
2026-05-20,TWSE,1219,福壽,12.6,12.6,12.45,12.5,707298.0
2026-05-20,TWSE,1220,台榮,11.95,11.95,11.8,11.8,155014.0
2026-05-20,TWSE,1225,福懋油,28.7,29.0,28.7,28.8,90842.0
2026-05-20,TWSE,1227,佳格,28.5,28.5,28.1,28.3,1209899.0
2026-05-20,TWSE,1229,聯華,38.65,38.65,38.25,38.3,3565313.0
2026-05-20,TWSE,1231,聯華食,87.4,87.8,86.2,86.6,289293.0
2026-05-20,TWSE,1232,大統益,148.0,149.0,147.5,149.0,76407.0
2026-05-20,TWSE,1233,天仁,28.55,28.6,28.55,28.55,9890.0
2026-05-20,TWSE,1234,黑松,34.0,34.05,33.45,33.75,110822.0
2026-05-20,TWSE,1235,興泰,39.7,39.8,36.8,37.0,67752.0
2026-05-20,TWSE,1236,宏亞,23.9,23.9,23.45,23.7,43293.0
2026-05-20,TWSE,1256,鮮活果汁-KY,185.0,189.0,183.0,183.0,111643.0
2026-05-20,TWSE,1301,台塑,45.95,46.1,45.0,45.4,18859105.0
2026-05-20,TWSE,1303,南亞,82.3,82.8,80.4,80.8,45033101.0
2026-05-20,TWSE,1304,台聚,12.15,12.3,11.95,12.15,4632300.0
2026-05-20,TWSE,1305,華夏,12.5,12.6,12.2,12.45,2731010.0
2026-05-20,TWSE,1307,三芳,31.65,31.7,31.35,31.35,539651.0
2026-05-20,TWSE,1308,亞聚,13.2,13.2,12.9,13.1,1691719.0
2026-05-20,TWSE,1309,台達化,15.5,15.8,15.25,15.55,3661810.0
2026-05-20,TWSE,1310,台苯,7.98,8.03,7.94,7.98,1609423.0
2026-05-20,TWSE,1312,國喬,10.6,10.6,10.3,10.4,3932133.0
2026-05-20,TWSE,1313,聯成,10.5,10.55,10.35,10.5,1839268.0
2026-05-20,TWSE,1314,中石化,6.96,7.03,6.94,7.02,10255639.0
2026-05-20,TWSE,1315,達新,60.4,60.4,60.3,60.4,5331.0
2026-05-20,TWSE,1316,上曜,10.45,10.75,10.25,10.6,2759166.0
2026-05-20,TWSE,1319,東陽,80.0,81.2,79.5,80.6,2094902.0
2026-05-20,TWSE,1321,大洋,29.45,29.75,29.35,29.6,203208.0
2026-05-20,TWSE,1323,永裕,19.9,19.95,19.75,19.9,65958.0
2026-05-20,TWSE,1324,地球,10.25,10.25,10.15,10.2,29021.0
2026-05-20,TWSE,1325,恆大,27.9,27.9,26.7,26.95,631268.0
2026-05-20,TWSE,1326,台化,45.0,45.25,44.25,44.55,12830593.0
2026-05-20,TWSE,1337,再生-KY,4.88,4.88,4.64,4.67,1127529.0
2026-05-20,TWSE,1338,廣華-KY,16.1,16.6,15.5,15.9,260262.0
2026-05-20,TWSE,1339,昭輝,40.45,40.7,40.35,40.45,91363.0
2026-05-20,TWSE,1340,勝悅-KY,5.4,5.43,5.33,5.43,80959.0
2026-05-20,TWSE,1341,富林-KY,60.3,61.0,60.3,61.0,10030.0
2026-05-20,TWSE,1342,八貫,91.9,92.3,91.0,92.0,179427.0
2026-05-20,TWSE,1402,遠東新,26.2,26.75,26.05,26.75,15690953.0
2026-05-20,TWSE,1409,新纖,16.85,16.9,16.6,16.65,2966520.0
2026-05-20,TWSE,1410,南染,27.0,27.7,26.0,26.1,155215.0
2026-05-20,TWSE,1413,宏洲,9.45,9.5,9.45,9.5,4200.0
2026-05-20,TWSE,1414,東和,16.15,16.15,15.55,15.75,196022.0
2026-05-20,TWSE,1416,廣豐,11.0,11.1,11.0,11.1,143485.0
2026-05-20,TWSE,1417,嘉裕,8.22,8.22,8.15,8.2,100780.0
2026-05-20,TWSE,1418,東華,17.85,18.05,17.8,17.9,6033.0
2026-05-20,TWSE,1419,新紡,62.6,62.6,61.6,62.0,170989.0
2026-05-20,TWSE,1423,利華,40.85,41.15,40.75,40.8,37158.0
2026-05-20,TWSE,1432,大魯閣,16.25,16.3,16.2,16.25,167761.0
2026-05-20,TWSE,1434,福懋,15.3,15.3,15.05,15.15,1929928.0
2026-05-20,TWSE,1436,華友聯,46.1,46.1,45.15,45.75,425383.0
2026-05-20,TWSE,1437,勤益控,28.35,28.35,28.0,28.35,69734.0
2026-05-20,TWSE,1438,三地開發,20.35,20.75,20.35,20.65,45321.0
2026-05-20,TWSE,1439,雋揚,25.6,25.6,25.15,25.5,54134.0
2026-05-20,TWSE,1440,南紡,11.4,11.45,11.25,11.3,1616262.0
2026-05-20,TWSE,1441,大東,9.44,9.44,9.3,9.3,48061.0
2026-05-20,TWSE,1442,名軒,26.1,26.25,25.8,26.25,481058.0
2026-05-20,TWSE,1443,立益物流,26.15,26.45,26.05,26.45,19347.0
2026-05-20,TWSE,1444,力麗,5.9,5.96,5.88,5.93,571044.0
2026-05-20,TWSE,1445,大宇,11.4,11.5,11.35,11.5,33115.0
2026-05-20,TWSE,1446,宏和,15.65,15.8,15.3,15.45,150651.0
2026-05-20,TWSE,1447,力鵬,5.78,5.97,5.62,5.89,3037960.0
2026-05-20,TWSE,1449,佳和,12.5,12.5,12.2,12.25,527944.0
2026-05-20,TWSE,1451,年興,16.7,16.95,16.65,16.7,160676.0
2026-05-20,TWSE,1452,宏益,10.35,10.65,10.35,10.55,177482.0
2026-05-20,TWSE,1453,大將,11.1,11.4,11.05,11.25,42408.0
2026-05-20,TWSE,1454,台富,13.45,13.45,12.4,12.85,110564.0
2026-05-20,TWSE,1455,集盛,8.21,8.21,8.05,8.17,364673.0
2026-05-20,TWSE,1456,怡華,13.2,13.2,12.95,12.95,34304.0
2026-05-20,TWSE,1457,宜進,14.15,14.15,14.05,14.15,91337.0
2026-05-20,TWSE,1459,聯發,11.85,11.85,11.75,11.75,125214.0
2026-05-20,TWSE,1460,宏遠,7.03,7.06,6.96,7.03,471819.0
2026-05-20,TWSE,1463,強盛新,17.8,18.35,17.8,18.2,104637.0
2026-05-20,TWSE,1464,得力,10.1,10.15,10.0,10.15,416086.0
2026-05-20,TWSE,1465,偉全,11.9,12.0,11.9,12.0,50873.0
2026-05-20,TWSE,1466,聚隆,14.8,14.8,14.5,14.65,146004.0
2026-05-20,TWSE,1467,南緯,6.97,6.98,6.9,6.95,148920.0
2026-05-20,TWSE,1468,昶和,11.95,12.0,11.75,11.9,51000.0
2026-05-20,TWSE,1470,大統新創,20.65,21.15,20.5,21.1,36155.0
2026-05-20,TWSE,1471,首利,10.05,10.55,10.05,10.4,598371.0
2026-05-20,TWSE,1472,三洋實業,89.5,90.0,88.8,88.8,12652.0
2026-05-20,TWSE,1473,台南,20.5,20.55,20.35,20.4,61369.0
2026-05-20,TWSE,1474,弘裕,9.88,9.93,9.84,9.93,125204.0
2026-05-20,TWSE,1475,業旺,26.1,26.1,25.3,25.3,91000.0
2026-05-20,TWSE,1476,儒鴻,325.0,335.0,324.5,330.5,3409958.0
2026-05-20,TWSE,1477,聚陽,212.5,217.0,210.5,213.0,2714451.0
2026-05-20,TWSE,1503,士電,184.0,184.0,181.0,181.0,1629734.0
2026-05-20,TWSE,1504,東元,68.0,69.3,67.3,69.0,7836158.0
2026-05-20,TWSE,1506,正道,10.0,10.2,9.98,10.0,138682.0
2026-05-20,TWSE,1512,瑞利,6.82,7.24,6.79,7.1,44195.0
2026-05-20,TWSE,1513,中興電,150.0,150.5,147.5,148.5,4375774.0
2026-05-20,TWSE,1514,亞力,114.0,114.5,112.0,113.0,1443425.0
2026-05-20,TWSE,1515,力山,21.9,22.05,21.8,22.0,215193.0
2026-05-20,TWSE,1516,川飛,22.0,22.0,21.3,21.3,4768.0
2026-05-20,TWSE,1517,利奇,10.05,10.05,10.0,10.0,138991.0
2026-05-20,TWSE,1519,華城,786.0,786.0,770.0,770.0,1904925.0
2026-05-20,TWSE,1521,大億,24.2,24.4,24.2,24.25,23305.0
2026-05-20,TWSE,1522,堤維西,29.45,29.45,28.85,29.1,691073.0
2026-05-20,TWSE,1524,耿鼎,28.15,29.65,28.0,29.4,1188815.0
2026-05-20,TWSE,1525,江申,58.0,58.8,57.5,58.8,32022.0
2026-05-20,TWSE,1526,日馳,14.4,14.6,14.3,14.55,52801.0
2026-05-20,TWSE,1527,鑽全,32.45,32.55,32.4,32.55,151906.0
2026-05-20,TWSE,1528,恩德,25.65,25.65,24.85,25.15,2916535.0
2026-05-20,TWSE,1529,樂事綠能,20.6,21.25,20.2,20.35,660925.0
2026-05-20,TWSE,1530,亞崴,27.25,27.35,26.8,27.35,36900.0
2026-05-20,TWSE,1531,高林股,12.3,12.3,12.25,12.3,91175.0
2026-05-20,TWSE,1532,勤美,20.75,20.8,20.45,20.55,498241.0
2026-05-20,TWSE,1533,車王電,34.6,38.0,34.3,38.0,2430905.0
2026-05-20,TWSE,1535,中宇,49.2,49.3,49.0,49.2,61880.0
2026-05-20,TWSE,1536,和大,49.95,49.95,48.65,49.1,1949391.0
2026-05-20,TWSE,1537,廣隆,126.0,126.0,124.5,124.5,49469.0
2026-05-20,TWSE,1538,正峰,,,,,109.0
2026-05-20,TWSE,1539,巨庭,15.5,15.6,15.4,15.5,20138.0
2026-05-20,TWSE,1540,喬福,20.95,20.95,20.55,20.7,150074.0
2026-05-20,TWSE,1541,錩泰,20.3,20.45,19.65,20.4,63207.0
2026-05-20,TWSE,1558,伸興,90.3,90.3,89.8,90.0,45399.0
2026-05-20,TWSE,1560,中砂,640.0,642.0,602.0,609.0,3079075.0
2026-05-20,TWSE,1563,巧新,45.3,45.4,44.65,45.0,480341.0
2026-05-20,TWSE,1568,倉佑,28.1,28.8,27.7,28.0,212904.0
2026-05-20,TWSE,1582,信錦,114.0,118.5,106.5,107.0,36875636.0
2026-05-20,TWSE,1583,程泰,47.4,47.4,46.65,47.1,25307.0
2026-05-20,TWSE,1587,吉茂,28.3,28.3,27.8,28.0,258459.0
2026-05-20,TWSE,1590,亞德客-KY,1445.0,1445.0,1395.0,1405.0,592255.0
2026-05-20,TWSE,1597,直得,177.5,182.5,170.5,171.0,1177617.0
2026-05-20,TWSE,1598,岱宇,20.35,20.5,20.1,20.3,114197.0
2026-05-20,TWSE,1603,華電,29.8,29.8,29.4,29.4,204055.0
2026-05-20,TWSE,1604,聲寶,23.15,23.15,22.95,23.1,252367.0
2026-05-20,TWSE,1605,華新,33.5,33.75,32.85,33.1,21555068.0
2026-05-20,TWSE,1608,華榮,31.75,31.8,31.25,31.5,1392960.0
2026-05-20,TWSE,1609,大亞,34.0,34.1,33.45,33.8,3104558.0
2026-05-20,TWSE,1611,中電,11.2,11.3,11.1,11.15,302318.0
2026-05-20,TWSE,1612,宏泰,35.85,36.0,35.5,35.75,372564.0
2026-05-20,TWSE,1614,三洋電,30.55,30.85,30.45,30.85,32660.0
2026-05-20,TWSE,1615,大山,42.95,43.05,42.7,42.7,127658.0
2026-05-20,TWSE,1616,億泰,20.65,21.25,20.65,21.25,450259.0
2026-05-20,TWSE,1617,榮星,14.3,14.4,14.0,14.3,69740.0
2026-05-20,TWSE,1618,合機,38.1,39.0,38.05,38.3,454772.0
2026-05-20,TWSE,1623,大東電,221.0,221.0,215.0,215.5,133097.0
2026-05-20,TWSE,1626,艾美特-KY,9.96,10.2,9.9,9.9,139854.0
2026-05-20,TWSE,1702,南僑,32.75,33.0,32.55,33.0,317626.0
2026-05-20,TWSE,1707,葡萄王,105.5,105.5,103.0,103.5,523148.0
2026-05-20,TWSE,1708,東鹼,40.05,40.3,39.1,39.55,1830618.0
2026-05-20,TWSE,1709,和益,18.3,18.3,18.05,18.15,521988.0
2026-05-20,TWSE,1710,東聯,12.55,12.95,12.35,12.95,11972718.0
2026-05-20,TWSE,1711,永光,48.3,48.3,46.0,46.8,14381735.0
2026-05-20,TWSE,1712,興農,40.65,40.65,40.5,40.5,697084.0
2026-05-20,TWSE,1713,國化,47.3,47.5,47.05,47.2,74535.0
2026-05-20,TWSE,1714,和桐,9.67,9.69,9.49,9.52,2903173.0
2026-05-20,TWSE,1717,長興,74.4,74.4,70.8,72.7,27949039.0
2026-05-20,TWSE,1718,中纖,6.57,6.57,6.41,6.43,2230114.0
2026-05-20,TWSE,1720,生達,61.8,62.0,61.6,61.8,144026.0
2026-05-20,TWSE,1721,三晃,28.85,29.8,27.6,28.0,4106826.0
2026-05-20,TWSE,1722,台肥,46.0,46.1,45.35,45.75,2332473.0
2026-05-20,TWSE,1723,中碳,79.0,80.5,78.1,79.7,691507.0
2026-05-20,TWSE,1725,元禎,30.4,30.7,29.85,30.15,104145.0
2026-05-20,TWSE,1726,永記,76.9,76.9,76.5,76.8,21457.0
2026-05-20,TWSE,1727,中華化,87.4,87.8,82.6,84.6,9804791.0
2026-05-20,TWSE,1730,花仙子,52.8,53.0,52.8,52.9,28872.0
2026-05-20,TWSE,1731,美吾華,21.5,21.65,21.45,21.65,99033.0
2026-05-20,TWSE,1732,毛寶,27.6,27.7,26.5,26.7,348214.0
2026-05-20,TWSE,1733,五鼎,29.3,29.9,29.3,29.85,196966.0
2026-05-20,TWSE,1734,杏輝,30.6,30.7,30.4,30.65,328319.0
2026-05-20,TWSE,1735,日勝化,26.7,26.7,24.8,24.9,409463.0
2026-05-20,TWSE,1736,喬山,124.5,125.5,123.0,125.0,491014.0
2026-05-20,TWSE,1737,臺鹽,31.6,31.6,31.4,31.5,49987.0
2026-05-20,TWSE,1752,南光,33.4,33.4,32.4,32.7,36180.0
2026-05-20,TWSE,1760,寶齡富錦,62.0,62.0,61.0,61.0,84025.0
2026-05-20,TWSE,1762,中化生,37.2,39.25,36.75,38.75,759124.0
2026-05-20,TWSE,1773,勝一,166.0,166.5,161.5,163.5,1066375.0
2026-05-20,TWSE,1776,展宇,17.75,18.3,17.75,17.9,157157.0
2026-05-20,TWSE,1783,和康生,39.0,39.05,38.55,38.95,110149.0
2026-05-20,TWSE,1786,科妍,58.3,62.0,57.9,59.3,555899.0
2026-05-20,TWSE,1789,神隆,19.0,19.15,18.95,19.1,451789.0
2026-05-20,TWSE,1795,美時,191.0,193.0,188.5,192.5,1749274.0
2026-05-20,TWSE,1802,台玻,65.7,66.0,63.3,63.9,43798039.0
2026-05-20,TWSE,1805,寶徠,10.4,10.4,10.1,10.25,183648.0
2026-05-20,TWSE,1806,冠軍,8.09,8.12,8.04,8.04,133284.0
2026-05-20,TWSE,1808,潤隆,28.95,29.2,28.7,29.2,955080.0
2026-05-20,TWSE,1809,中釉,39.7,39.7,38.45,38.45,1836059.0
2026-05-20,TWSE,1810,和成,18.65,18.7,18.25,18.4,799271.0
2026-05-20,TWSE,1817,凱撒衛,40.05,40.05,39.5,39.5,90227.0
2026-05-20,TWSE,1903,士紙,48.1,48.3,47.55,47.65,170928.0
2026-05-20,TWSE,1904,正隆,18.85,18.85,18.2,18.4,2052258.0
2026-05-20,TWSE,1905,華紙,11.95,11.95,11.8,11.8,2932741.0
2026-05-20,TWSE,1906,寶隆,10.5,10.55,10.35,10.4,111588.0
2026-05-20,TWSE,1907,永豐餘,24.4,24.45,23.95,24.2,1619373.0
2026-05-20,TWSE,1909,榮成,8.97,8.99,8.9,8.95,2280641.0
2026-05-20,TWSE,2002,中鋼,18.25,18.25,18.05,18.1,28371293.0
2026-05-20,TWSE,2006,東和鋼鐵,65.9,66.0,65.3,65.3,1146900.0
2026-05-20,TWSE,2007,燁興,6.88,6.95,6.86,6.93,199703.0
2026-05-20,TWSE,2008,高興昌,27.5,27.9,27.5,27.9,18446.0
2026-05-20,TWSE,2009,第一銅,37.7,38.2,37.7,38.0,1043728.0
2026-05-20,TWSE,2010,春源,22.6,22.6,22.2,22.2,1158203.0
2026-05-20,TWSE,2012,春雨,14.5,14.55,14.3,14.35,88096.0
2026-05-20,TWSE,2013,中鋼構,41.8,42.0,41.6,41.95,81269.0
2026-05-20,TWSE,2014,中鴻,17.15,17.2,16.9,17.0,2683539.0
2026-05-20,TWSE,2015,豐興,62.2,62.4,61.5,61.8,214558.0
